Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
2019-20,NBA,Utah Jazz,41,23,0.641,2nd of 5,3.2,98.4,-1.8,112.6,2.2,109.4,-1,,Q. Snyder (41-23),R. Gobert (10.0),40
2018-19,NBA,Utah Jazz*,50,32,0.61,3rd of 5,5.28,100.3,0.3,110.9,0.5,105.7,-4.7,Lost W. Conf. 1st Rnd.,Q. Snyder (50-32),R. Gobert (14.4),40
2017-18,NBA,Utah Jazz*,48,34,0.585,3rd of 5,4.47,95.7,-1.6,108.4,-0.2,103.9,-4.7,Lost W. Conf. Semis,Q. Snyder (48-34),R. Gobert (8.1),40
2016-17,NBA,Utah Jazz*,51,31,0.622,1st of 5,4,91.6,-4.8,109.6,0.8,105.3,-3.5,Lost W. Conf. Semis,Q. Snyder (51-31),R. Gobert (14.3),40
2015-16,NBA,Utah Jazz,40,42,0.488,3rd of 5,1.84,91,-4.8,105.9,-0.5,103.9,-2.5,,Q. Snyder (40-42),G. Hayward (8.9),40
2014-15,NBA,Utah Jazz,38,44,0.463,3rd of 5,0.71,90.4,-3.5,105.1,-0.5,104.9,-0.7,,Q. Snyder (38-44),R. Gobert (9.3),40
2013-14,NBA,Utah Jazz,25,57,0.305,5th of 5,-6.27,91.4,-2.5,103.5,-3.2,111.3,4.6,,T. Corbin (25-57),D. Favors (5.1),40
2012-13,NBA,Utah Jazz,43,39,0.524,3rd of 5,0.3,90.9,-1.1,106.7,0.8,106.8,0.9,,T. Corbin (43-39),A. Jefferson (7.7),40
2011-12,NBA,Utah Jazz*,36,30,0.545,3rd of 5,0.92,91.4,0.1,106.8,2.2,106.1,1.5,Lost W. Conf. 1st Rnd.,T. Corbin (36-30),P. Millsap (7.8),40
2010-11,NBA,Utah Jazz,39,43,0.476,4th of 5,-1.44,91,-1.1,108.1,0.8,110.1,2.8,,J. Sloan (31-23) T. Corbin (8-20),A. Jefferson (7.8),40
2009-10,NBA,Utah Jazz*,53,29,0.646,2nd of 5,5.33,93.8,1.1,110.7,3.1,105,-2.6,Lost W. Conf. Semis,J. Sloan (53-29),D. Williams (10.3),40
2008-09,NBA,Utah Jazz*,48,34,0.585,3rd of 5,2.31,93.1,1.4,110.1,1.8,107.3,-1,Lost W. Conf. 1st Rnd.,J. Sloan (48-34),D. Williams (8.4),40
2007-08,NBA,Utah Jazz*,54,28,0.659,1st of 5,6.86,93.2,0.8,113.8,6.3,106.5,-1,Lost W. Conf. Semis,J. Sloan (54-28),D. Williams (11.3),40
2006-07,NBA,Utah Jazz*,51,31,0.622,1st of 5,3.06,91.6,-0.3,110.1,3.6,107,0.5,Lost W. Conf. Finals,J. Sloan (51-31),C. Boozer (9.9),40
2005-06,NBA,Utah Jazz,41,41,0.5,2nd of 5,-2.49,87.8,-2.7,104.1,-2.1,107,0.8,,J. Sloan (41-41),M. Okur (9.3),40
2004-05,NBA,Utah Jazz,26,56,0.317,5th of 5,-3.74,88.4,-2.5,104.7,-1.4,109.5,3.4,,J. Sloan (26-56),M. Okur (7.0),40
2003-04,NBA,Utah Jazz,42,40,0.512,7th of 7,-0.53,86.6,-3.5,101.9,-1,103.3,0.4,,J. Sloan (42-40),A. Kirilenko (11.6),40
2002-03,NBA,Utah Jazz*,47,35,0.573,4th of 7,2.76,89.3,-1.7,105.5,1.9,102.8,-0.8,Lost W. Conf. 1st Rnd.,J. Sloan (47-35),K. Malone (11.1),40
2001-02,NBA,Utah Jazz*,44,38,0.537,4th of 7,1.21,90.3,-0.4,105.6,1.1,104.6,0.1,Lost W. Conf. 1st Rnd.,J. Sloan (44-38),J. Stockton (10.7),40
2000-01,NBA,Utah Jazz*,53,29,0.646,2nd of 7,5,89.8,-1.5,107.6,4.6,102.4,-0.6,Lost W. Conf. 1st Rnd.,J. Sloan (53-29),K. Malone (13.1),40
1999-00,NBA,Utah Jazz*,55,27,0.671,1st of 7,4.52,89.6,-3.5,107.3,3.2,102.3,-1.8,Lost W. Conf. Semis,J. Sloan (55-27),K. Malone (15.3),40
